Team,Upset Win Count,Underdog Match Count,Underdog Match Win Rate (%),Bayesian Weighted Rate (%),Upset Frequency (%),Total Match Count
5806,2,8,25.0,23.77,22.22,9
5705,6,25,24.0,23.63,18.18,33
4079,6,25,24.0,23.63,13.04,46
2122,6,25,24.0,23.63,8.45,71
997,6,25,24.0,23.63,13.33,45
2095,6,25,24.0,23.63,16.67,36
5687,6,25,24.0,23.63,5.71,105
3318,6,25,24.0,23.63,9.52,63
2399,6,25,24.0,23.63,11.54,52
10027,6,25,24.0,23.63,15.38,39
781,6,25,24.0,23.63,10.34,58
9262,6,25,24.0,23.63,14.29,42
3354,6,25,24.0,23.63,15.38,39
3146,6,25,24.0,23.63,11.54,52
4322,6,25,24.0,23.63,8.82,68
2634,6,25,24.0,23.63,14.63,41
1711,10,42,23.81,23.6,13.7,73
2834,9,38,23.68,23.47,10.59,85
245,9,38,23.68,23.47,10.98,82
1058,9,38,23.68,23.47,12.86,70
360,9,38,23.68,23.47,12.0,75
7235,5,21,23.81,23.42,16.67,30
973,5,21,23.81,23.42,9.09,55
9307,5,21,23.81,23.42,17.24,29
461,5,21,23.81,23.42,7.14,70
5684,5,21,23.81,23.42,11.36,44
4122,5,21,23.81,23.42,9.62,52
5414,5,21,23.81,23.42,11.11,45
2915,5,21,23.81,23.42,17.86,28
429,5,21,23.81,23.42,12.5,40
6637,5,21,23.81,23.42,11.36,44
9156,5,21,23.81,23.42,16.67,30
1280,5,21,23.81,23.42,16.67,30
3173,5,21,23.81,23.42,7.25,69
9116,5,21,23.81,23.42,16.13,31
701,5,21,23.81,23.42,13.51,37
6843,5,21,23.81,23.42,13.51,37
4959,5,21,23.81,23.42,12.2,41
548,8,34,23.53,23.31,10.67,75
2640,8,34,23.53,23.31,13.33,60
8085,8,34,23.53,23.31,11.43,70
3256,8,34,23.53,23.31,11.59,69
949,8,34,23.53,23.31,17.78,45
4741,1,4,25.0,23.22,11.11,9
10692,1,4,25.0,23.22,12.5,8
6417,1,4,25.0,23.22,4.0,25
8242,1,4,25.0,23.22,11.11,9
7539,1,4,25.0,23.22,2.56,39
9422,1,4,25.0,23.22,12.5,8
9690,1,4,25.0,23.22,11.11,9
10321,1,4,25.0,23.22,11.11,9
10261,1,4,25.0,23.22,11.11,9
9451,1,4,25.0,23.22,12.5,8
10425,1,4,25.0,23.22,11.11,9
3300,1,4,25.0,23.22,11.11,9
9049,1,4,25.0,23.22,12.5,8
9163,1,4,25.0,23.22,12.5,8
9046,1,4,25.0,23.22,12.5,8
2340,1,4,25.0,23.22,11.11,9
10343,1,4,25.0,23.22,12.5,8
9066,1,4,25.0,23.22,12.5,8
8077,1,4,25.0,23.22,9.09,11
3240,1,4,25.0,23.22,8.33,12
10478,1,4,25.0,23.22,8.33,12
10216,1,4,25.0,23.22,6.67,15
6184,1,4,25.0,23.22,7.69,13
10516,1,4,25.0,23.22,11.11,9
8791,1,4,25.0,23.22,10.0,10
9475,1,4,25.0,23.22,10.0,10
2161,1,4,25.0,23.22,9.09,11
3660,1,4,25.0,23.22,8.33,12
7687,1,4,25.0,23.22,10.0,10
1572,1,4,25.0,23.22,11.11,9
7030,1,4,25.0,23.22,11.11,9
7850,1,4,25.0,23.22,11.11,9
8839,1,4,25.0,23.22,11.11,9
10186,1,4,25.0,23.22,10.0,10
6181,1,4,25.0,23.22,8.33,12
3751,1,4,25.0,23.22,10.0,10
3163,1,4,25.0,23.22,10.0,10
2518,1,4,25.0,23.22,10.0,10
10471,1,4,25.0,23.22,9.09,11
10399,1,4,25.0,23.22,11.11,9
2212,4,17,23.53,23.14,15.38,26
4009,4,17,23.53,23.14,8.89,45
7221,4,17,23.53,23.14,16.67,24
2853,4,17,23.53,23.14,16.67,24
2998,4,17,23.53,23.14,14.81,27
8041,4,17,23.53,23.14,13.33,30
2903,4,17,23.53,23.14,13.79,29
3360,4,17,23.53,23.14,16.0,25
74,4,17,23.53,23.14,13.33,30
281,4,17,23.53,23.14,8.51,47
2471,4,17,23.53,23.14,9.3,43
10114,4,17,23.53,23.14,11.43,35
857,4,17,23.53,23.14,9.76,41
430,4,17,23.53,23.14,12.5,32
5841,4,17,23.53,23.14,15.38,26
3355,4,17,23.53,23.14,16.67,24
2500,4,17,23.53,23.14,14.29,28
4198,4,17,23.53,23.14,10.53,38
7567,4,17,23.53,23.14,9.76,41
2506,4,17,23.53,23.14,10.0,40
1405,4,17,23.53,23.14,11.11,36
5125,4,17,23.53,23.14,16.0,25
5509,4,17,23.53,23.14,9.52,42
5494,4,17,23.53,23.14,14.29,28
4637,4,17,23.53,23.14,14.29,28
9094,4,17,23.53,23.14,9.09,44
2489,4,17,23.53,23.14,15.38,26
870,4,17,23.53,23.14,10.26,39
3160,4,17,23.53,23.14,15.38,26
6651,4,17,23.53,23.14,16.0,25
9742,4,17,23.53,23.14,15.38,26
9439,4,17,23.53,23.14,16.67,24
691,4,17,23.53,23.14,16.67,24
58,7,30,23.33,23.11,11.48,61
624,7,30,23.33,23.11,10.77,65
4112,7,30,23.33,23.11,12.73,55
228,7,30,23.33,23.11,12.73,55
8567,7,30,23.33,23.11,14.0,50
4909,10,43,23.26,23.1,8.0,125
469,9,39,23.08,22.93,10.34,87
10021,9,39,23.08,22.93,12.16,74
3388,6,26,23.08,22.87,15.38,39
5683,6,26,23.08,22.87,12.77,47
8048,6,26,23.08,22.87,14.63,41
5588,6,26,23.08,22.87,13.33,45
10376,6,26,23.08,22.87,12.77,47
5538,6,26,23.08,22.87,13.64,44
6366,6,26,23.08,22.87,13.33,45
2722,6,26,23.08,22.87,13.04,46
6814,6,26,23.08,22.87,12.24,49
6632,6,26,23.08,22.87,14.29,42
2197,8,35,22.86,22.73,18.18,44
5232,3,13,23.08,22.72,12.0,25
3061,3,13,23.08,22.72,7.5,40
5503,3,13,23.08,22.72,11.11,27
8033,3,13,23.08,22.72,4.23,71
955,3,13,23.08,22.72,6.52,46
3258,3,13,23.08,22.72,12.5,24
5827,3,13,23.08,22.72,10.34,29
6076,3,13,23.08,22.72,12.5,24
4682,3,13,23.08,22.72,11.11,27
6948,3,13,23.08,22.72,12.0,25
8557,3,13,23.08,22.72,10.71,28
4947,3,13,23.08,22.72,10.71,28
1781,3,13,23.08,22.72,10.71,28
4766,3,13,23.08,22.72,11.11,27
16,3,13,23.08,22.72,6.52,46
3679,3,13,23.08,22.72,7.14,42
9773,3,13,23.08,22.72,10.71,28
10622,3,13,23.08,22.72,12.5,24
4183,3,13,23.08,22.72,13.64,22
5012,3,13,23.08,22.72,11.11,27
8808,3,13,23.08,22.72,7.89,38
9199,3,13,23.08,22.72,7.14,42
9458,3,13,23.08,22.72,11.11,27
538,3,13,23.08,22.72,14.29,21
1329,3,13,23.08,22.72,11.54,26
325,3,13,23.08,22.72,8.57,35
5933,3,13,23.08,22.72,13.64,22
3648,3,13,23.08,22.72,12.0,25
123,3,13,23.08,22.72,10.34,29
4175,3,13,23.08,22.72,12.0,25
8324,3,13,23.08,22.72,12.5,24
6933,3,13,23.08,22.72,11.54,26
9033,3,13,23.08,22.72,9.68,31
9239,3,13,23.08,22.72,12.5,24
8604,3,13,23.08,22.72,12.5,24
8302,3,13,23.08,22.72,12.0,25
6662,3,13,23.08,22.72,12.5,24
6636,3,13,23.08,22.72,15.79,19
1601,3,13,23.08,22.72,14.29,21
3465,3,13,23.08,22.72,13.04,23
3247,3,13,23.08,22.72,11.11,27
6317,3,13,23.08,22.72,10.34,29
4663,3,13,23.08,22.72,14.29,21
10553,3,13,23.08,22.72,16.67,18
3309,5,22,22.73,22.56,10.0,50
5461,5,22,22.73,22.56,15.15,33
7312,5,22,22.73,22.56,11.9,42
9263,5,22,22.73,22.56,11.36,44
5968,5,22,22.73,22.56,11.9,42
3284,5,22,22.73,22.56,10.0,50
6243,5,22,22.73,22.56,11.9,42
5660,5,22,22.73,22.56,8.33,60
8874,5,22,22.73,22.56,12.5,40
7085,5,22,22.73,22.56,10.64,47
7636,5,22,22.73,22.56,15.15,33
999,5,22,22.73,22.56,9.62,52
6088,5,22,22.73,22.56,11.11,45
888,5,22,22.73,22.56,8.06,62
1138,5,22,22.73,22.56,9.26,54
9280,5,22,22.73,22.56,11.63,43
173,5,22,22.73,22.56,12.2,41
10248,5,22,22.73,22.56,14.71,34
102,5,22,22.73,22.56,12.2,41
4373,5,22,22.73,22.56,11.11,45
9589,5,22,22.73,22.56,20.83,24
4917,5,22,22.73,22.56,10.42,48
2046,7,31,22.58,22.47,6.25,112
8016,7,31,22.58,22.47,12.28,57
5962,8,36,22.22,22.17,14.29,56
1942,6,27,22.22,22.16,10.17,59
6606,6,27,22.22,22.16,17.14,35
8866,6,27,22.22,22.16,7.06,85
321,6,27,22.22,22.16,11.11,54
3635,6,27,22.22,22.16,11.76,51
2890,6,27,22.22,22.16,12.5,48
1574,4,18,22.22,22.13,8.51,47
2177,4,18,22.22,22.13,14.81,27
9577,4,18,22.22,22.13,13.79,29
10312,4,18,22.22,22.13,14.81,27
847,4,18,22.22,22.13,14.81,27
8591,4,18,22.22,22.13,14.81,27
9729,4,18,22.22,22.13,14.81,27
1746,4,18,22.22,22.13,13.33,30
9671,4,18,22.22,22.13,13.33,30
9561,4,18,22.22,22.13,16.67,24
5517,4,18,22.22,22.13,15.38,26
7712,4,18,22.22,22.13,9.76,41
4662,4,18,22.22,22.13,14.81,27
4861,4,18,22.22,22.13,11.11,36
3072,4,18,22.22,22.13,14.29,28
6100,4,18,22.22,22.13,13.33,30
5702,4,18,22.22,22.13,16.67,24
8818,4,18,22.22,22.13,14.29,28
6945,4,18,22.22,22.13,16.67,24
10589,4,18,22.22,22.13,6.67,60
6060,4,18,22.22,22.13,15.38,26
7770,4,18,22.22,22.13,14.29,28
1899,4,18,22.22,22.13,13.33,30
1466,4,18,22.22,22.13,12.12,33
8373,4,18,22.22,22.13,12.9,31
9735,4,18,22.22,22.13,16.67,24
5427,4,18,22.22,22.13,8.33,48
10001,4,18,22.22,22.13,14.29,28
3482,4,18,22.22,22.13,10.81,37
2638,4,18,22.22,22.13,10.53,38
935,4,18,22.22,22.13,12.5,32
9661,4,18,22.22,22.13,14.81,27
1625,4,18,22.22,22.13,10.0,40
8741,2,9,22.22,22.07,20.0,10
7619,2,9,22.22,22.07,10.0,20
3526,2,9,22.22,22.07,7.69,26
5760,2,9,22.22,22.07,16.67,12
9231,2,9,22.22,22.07,7.69,26
8224,2,9,22.22,22.07,16.67,12
3533,2,9,22.22,22.07,16.67,12
8152,2,9,22.22,22.07,16.67,12
10002,2,9,22.22,22.07,14.29,14
3749,2,9,22.22,22.07,9.52,21
5583,2,9,22.22,22.07,20.0,10
2408,2,9,22.22,22.07,20.0,10
9138,2,9,22.22,22.07,18.18,11
5948,2,9,22.22,22.07,11.76,17
7906,2,9,22.22,22.07,18.18,11
9597,2,9,22.22,22.07,7.41,27
8777,2,9,22.22,22.07,11.11,18
10042,2,9,22.22,22.07,11.76,17
8778,2,9,22.22,22.07,15.38,13
6473,2,9,22.22,22.07,10.53,19
5027,2,9,22.22,22.07,16.67,12
2875,2,9,22.22,22.07,8.7,23
10674,2,9,22.22,22.07,20.0,10
2410,2,9,22.22,22.07,12.5,16
5312,2,9,22.22,22.07,13.33,15
7577,2,9,22.22,22.07,16.67,12
10327,2,9,22.22,22.07,18.18,11
9629,2,9,22.22,22.07,16.67,12
120,2,9,22.22,22.07,10.0,20
9669,2,9,22.22,22.07,16.67,12
1739,2,9,22.22,22.07,18.18,11
6045,2,9,22.22,22.07,6.06,33
3926,2,9,22.22,22.07,12.5,16
3740,2,9,22.22,22.07,20.0,10
5530,7,32,21.88,21.87,10.0,70
3739,7,32,21.88,21.87,10.61,66
968,7,32,21.88,21.87,15.91,44
7447,5,23,21.74,21.75,16.13,31
7157,5,23,21.74,21.75,7.69,65
5199,5,23,21.74,21.75,5.43,92
2590,5,23,21.74,21.75,8.06,62
8576,5,23,21.74,21.75,11.36,44
1833,5,23,21.74,21.75,5.68,88
4453,5,23,21.74,21.75,10.64,47
2813,5,23,21.74,21.75,9.26,54
4450,5,23,21.74,21.75,12.5,40
1880,5,23,21.74,21.75,11.36,44
2054,5,23,21.74,21.75,5.75,87
5183,5,23,21.74,21.75,13.89,36
4641,5,23,21.74,21.75,10.87,46
3323,5,23,21.74,21.75,12.2,41
6213,5,23,21.74,21.75,13.16,38
2876,5,23,21.74,21.75,10.64,47
6033,5,23,21.74,21.75,11.36,44
9023,5,23,21.74,21.75,8.2,61
6077,5,23,21.74,21.75,10.64,47
10349,5,23,21.74,21.75,11.63,43
2643,5,23,21.74,21.75,12.82,39
324,5,23,21.74,21.75,7.46,67
4920,5,23,21.74,21.75,11.36,44
48,8,37,21.62,21.64,12.7,63
7153,8,37,21.62,21.64,9.41,85
5253,3,14,21.43,21.53,8.33,36
4418,3,14,21.43,21.53,15.0,20
7225,3,14,21.43,21.53,12.5,24
9648,3,14,21.43,21.53,10.34,29
749,3,14,21.43,21.53,10.71,28
8774,3,14,21.43,21.53,12.5,24
118,3,14,21.43,21.53,2.24,134
8144,3,14,21.43,21.53,11.11,27
346,3,14,21.43,21.53,6.82,44
9679,3,14,21.43,21.53,12.5,24
5623,3,14,21.43,21.53,11.54,26
3881,3,14,21.43,21.53,11.54,26
10428,3,14,21.43,21.53,8.57,35
9570,3,14,21.43,21.53,15.0,20
127,3,14,21.43,21.53,11.54,26
1293,3,14,21.43,21.53,12.5,24
3673,3,14,21.43,21.53,11.54,26
5229,3,14,21.43,21.53,10.34,29
5231,3,14,21.43,21.53,12.5,24
1647,3,14,21.43,21.53,10.34,29
2848,3,14,21.43,21.53,6.38,47
6367,3,14,21.43,21.53,11.11,27
4015,3,14,21.43,21.53,12.5,24
6350,3,14,21.43,21.53,11.54,26
364,3,14,21.43,21.53,12.0,25
9110,3,14,21.43,21.53,10.71,28
9219,3,14,21.43,21.53,12.0,25
4256,3,14,21.43,21.53,8.33,36
2075,3,14,21.43,21.53,3.9,77
6864,3,14,21.43,21.53,12.0,25
7528,3,14,21.43,21.53,12.5,24
199,3,14,21.43,21.53,13.64,22
8700,3,14,21.43,21.53,13.64,22
2457,3,14,21.43,21.53,7.32,41
1220,3,14,21.43,21.53,11.54,26
6120,6,28,21.43,21.49,10.71,56
972,6,28,21.43,21.49,10.0,60
5013,6,28,21.43,21.49,10.91,55
10254,7,33,21.21,21.29,12.5,56
4575,7,33,21.21,21.29,13.46,52
6740,4,19,21.05,21.21,10.0,40
1937,4,19,21.05,21.21,9.3,43
6538,4,19,21.05,21.21,16.67,24
418,4,19,21.05,21.21,6.67,60
9600,4,19,21.05,21.21,12.9,31
4240,4,19,21.05,21.21,13.79,29
9528,4,19,21.05,21.21,16.67,24
5923,4,19,21.05,21.21,14.81,27
6488,4,19,21.05,21.21,10.0,40
1403,4,19,21.05,21.21,9.52,42
1895,4,19,21.05,21.21,9.76,41
7794,4,19,21.05,21.21,16.67,24
6962,4,19,21.05,21.21,13.33,30
167,4,19,21.05,21.21,10.26,39
9080,4,19,21.05,21.21,14.29,28
2016,4,19,21.05,21.21,12.9,31
1533,4,19,21.05,21.21,7.55,53
9755,4,19,21.05,21.21,13.33,30
2912,4,19,21.05,21.21,16.67,24
3753,4,19,21.05,21.21,13.79,29
5894,4,19,21.05,21.21,15.38,26
6702,4,19,21.05,21.21,10.0,40
4851,4,19,21.05,21.21,11.76,34
4585,4,19,21.05,21.21,19.05,21
9208,4,19,21.05,21.21,12.12,33
5727,4,19,21.05,21.21,8.16,49
1720,4,19,21.05,21.21,13.79,29
8742,4,19,21.05,21.21,10.81,37
670,4,19,21.05,21.21,8.7,46
537,4,19,21.05,21.21,10.53,38
157,4,19,21.05,21.21,10.81,37
4338,5,24,20.83,21.0,12.2,41
2383,5,24,20.83,21.0,8.77,57
6647,5,24,20.83,21.0,9.09,55
10584,5,24,20.83,21.0,16.13,31
7659,5,24,20.83,21.0,12.2,41
9427,5,24,20.83,21.0,10.2,49
4153,5,24,20.83,21.0,12.2,41
237,5,24,20.83,21.0,9.62,52
7476,5,24,20.83,21.0,10.64,47
144,5,24,20.83,21.0,11.63,43
5000,5,24,20.83,21.0,9.43,53
7443,5,24,20.83,21.0,10.42,48
8711,5,24,20.83,21.0,15.62,32
3212,1,5,20.0,20.9,11.11,9
6758,1,5,20.0,20.9,7.69,13
8740,1,5,20.0,20.9,10.0,10
4215,1,5,20.0,20.9,11.11,9
9532,1,5,20.0,20.9,11.11,9
10576,1,5,20.0,20.9,11.11,9
8092,1,5,20.0,20.9,11.11,9
7035,1,5,20.0,20.9,11.11,9
10675,1,5,20.0,20.9,11.11,9
6402,1,5,20.0,20.9,9.09,11
10209,1,5,20.0,20.9,12.5,8
7296,1,5,20.0,20.9,11.11,9
10445,1,5,20.0,20.9,11.11,9
10236,1,5,20.0,20.9,12.5,8
10353,1,5,20.0,20.9,12.5,8
1796,1,5,20.0,20.9,1.39,72
7471,1,5,20.0,20.9,8.33,12
6369,1,5,20.0,20.9,1.61,62
6497,1,5,20.0,20.9,7.14,14
10342,1,5,20.0,20.9,9.09,11
4613,1,5,20.0,20.9,1.85,54
10383,1,5,20.0,20.9,12.5,8
7086,1,5,20.0,20.9,8.33,12
4191,1,5,20.0,20.9,11.11,9
10243,1,5,20.0,20.9,12.5,8
9441,1,5,20.0,20.9,10.0,10
9155,1,5,20.0,20.9,10.0,10
5655,1,5,20.0,20.9,7.69,13
877,1,5,20.0,20.9,11.11,9
10345,1,5,20.0,20.9,12.5,8
3951,1,5,20.0,20.9,11.11,9
7117,1,5,20.0,20.9,10.0,10
7436,1,5,20.0,20.9,7.69,13
8810,1,5,20.0,20.9,12.5,8
7522,1,5,20.0,20.9,4.0,25
7738,1,5,20.0,20.9,12.5,8
7500,1,5,20.0,20.9,8.33,12
9698,1,5,20.0,20.9,10.0,10
10597,1,5,20.0,20.9,10.0,10
254,1,5,20.0,20.9,1.54,65
496,1,5,20.0,20.9,10.0,10
5145,1,5,20.0,20.9,10.0,10
6834,1,5,20.0,20.9,11.11,9
4024,1,5,20.0,20.9,10.0,10
28,1,5,20.0,20.9,10.0,10
329,1,5,20.0,20.9,7.14,14
3807,1,5,20.0,20.9,11.11,9
1303,1,5,20.0,20.9,11.11,9
8334,1,5,20.0,20.9,11.11,9
10380,1,5,20.0,20.9,9.09,11
3577,1,5,20.0,20.9,7.69,13
8888,1,5,20.0,20.9,11.11,9
9645,1,5,20.0,20.9,8.33,12
4702,1,5,20.0,20.9,9.09,11
3454,1,5,20.0,20.9,11.11,9
7077,1,5,20.0,20.9,10.0,10
4012,1,5,20.0,20.9,11.11,9
3204,1,5,20.0,20.9,11.11,9
8802,1,5,20.0,20.9,10.0,10
10500,1,5,20.0,20.9,11.11,9
2141,1,5,20.0,20.9,11.11,9
3100,6,29,20.69,20.85,7.41,81
1024,6,29,20.69,20.85,11.11,54
10340,6,29,20.69,20.85,10.17,59
348,6,29,20.69,20.85,13.64,44
971,6,29,20.69,20.85,9.68,62
7136,6,29,20.69,20.85,12.77,47
10656,7,34,20.59,20.74,15.22,46
1671,7,34,20.59,20.74,8.24,85
9255,7,34,20.59,20.74,14.89,47
1811,7,34,20.59,20.74,12.28,57
1991,7,34,20.59,20.74,12.28,57
2976,7,34,20.59,20.74,13.73,51
876,2,10,20.0,20.6,3.57,56
2239,2,10,20.0,20.6,10.53,19
9044,2,10,20.0,20.6,8.7,23
6800,2,10,20.0,20.6,2.9,69
10234,2,10,20.0,20.6,8.33,24
3132,2,10,20.0,20.6,8.0,25
5648,2,10,20.0,20.6,18.18,11
9468,2,10,20.0,20.6,10.0,20
1912,2,10,20.0,20.6,7.69,26
8243,2,10,20.0,20.6,10.53,19
5881,2,10,20.0,20.6,11.11,18
3959,2,10,20.0,20.6,14.29,14
6436,2,10,20.0,20.6,7.14,28
1675,2,10,20.0,20.6,9.52,21
31,2,10,20.0,20.6,10.0,20
1819,2,10,20.0,20.6,10.0,20
5847,2,10,20.0,20.6,4.55,44
10412,2,10,20.0,20.6,13.33,15
4571,2,10,20.0,20.6,8.33,24
4859,2,10,20.0,20.6,12.5,16
9653,2,10,20.0,20.6,12.5,16
6244,2,10,20.0,20.6,14.29,14
10139,3,15,20.0,20.45,12.5,24
2513,3,15,20.0,20.45,12.0,25
8519,3,15,20.0,20.45,12.5,24
1504,3,15,20.0,20.45,10.71,28
1661,3,15,20.0,20.45,8.33,36
3990,3,15,20.0,20.45,5.08,59
2969,3,15,20.0,20.45,11.11,27
126,3,15,20.0,20.45,10.34,29
5642,3,15,20.0,20.45,12.5,24
4328,3,15,20.0,20.45,11.54,26
10651,3,15,20.0,20.45,12.5,24
7597,3,15,20.0,20.45,12.5,24
1247,3,15,20.0,20.45,10.34,29
1025,3,15,20.0,20.45,6.25,48
2246,3,15,20.0,20.45,12.5,24
8625,3,15,20.0,20.45,12.5,24
5572,3,15,20.0,20.45,5.08,59
6887,3,15,20.0,20.45,12.5,24
453,3,15,20.0,20.45,12.5,24
7503,3,15,20.0,20.45,12.5,24
10634,3,15,20.0,20.45,11.54,26
10400,3,15,20.0,20.45,11.54,26
7091,3,15,20.0,20.45,12.5,24
6071,3,15,20.0,20.45,12.5,24
10579,3,15,20.0,20.45,12.5,24
5549,3,15,20.0,20.45,11.54,26
7426,3,15,20.0,20.45,5.08,59
3070,3,15,20.0,20.45,9.68,31
5410,3,15,20.0,20.45,10.34,29
3139,3,15,20.0,20.45,14.29,21
9622,3,15,20.0,20.45,12.0,25
3799,3,15,20.0,20.45,13.64,22
5239,3,15,20.0,20.45,11.11,27
6914,3,15,20.0,20.45,10.0,30
9736,3,15,20.0,20.45,12.5,24
5478,3,15,20.0,20.45,12.5,24
7534,3,15,20.0,20.45,12.5,24
9756,3,15,20.0,20.45,12.5,24
4854,3,15,20.0,20.45,12.5,24
2657,3,15,20.0,20.45,11.54,26
10214,3,15,20.0,20.45,13.64,22
195,3,15,20.0,20.45,4.0,75
2170,3,15,20.0,20.45,10.34,29
7694,3,15,20.0,20.45,12.5,24
10121,3,15,20.0,20.45,10.71,28
9403,3,15,20.0,20.45,10.71,28
9491,3,15,20.0,20.45,11.54,26
9790,3,15,20.0,20.45,11.11,27
10072,3,15,20.0,20.45,11.54,26
8522,3,15,20.0,20.45,10.71,28
8896,3,15,20.0,20.45,10.34,29
801,3,15,20.0,20.45,7.69,39
2603,3,15,20.0,20.45,8.82,34
9462,3,15,20.0,20.45,10.71,28
10661,3,15,20.0,20.45,11.54,26
4728,3,15,20.0,20.45,4.17,72
9296,3,15,20.0,20.45,12.5,24
5214,3,15,20.0,20.45,12.5,24
